"","ID","Group_type","Datetime","sampperiod","age","group"
"3260","333","B",2012-07-06 10:15:00,3,38,2174
"3263","839","B",2012-07-24 08:10:00,3,65,2176
"3264","574","B",2012-07-24 08:10:00,3,38,2176
"3265","871","B",2012-07-24 08:10:00,3,28,2176
"3266","871","LB",2012-07-25 14:30:00,3,28,2177
"3267","285","B",2012-07-27 11:32:00,3,48,2178
"3268","776","B",2012-07-27 11:32:00,3,38,2178
"3269","71","B",2012-07-30 00:01:00,3,28,2179
"3270","52","B",2012-08-02 00:01:00,3,24,2180
"3271","285","B",2012-08-09 14:50:00,3,48,2181
"3272","776","B",2012-08-09 14:50:00,3,38,2181
"3273","43","B",2012-08-09 14:50:00,3,24,2181
"3274","170","B",2012-08-15 13:50:00,3,48,2182
"3275","86","B",2012-08-15 13:50:00,3,28,2182
"3276","647","B",2012-08-15 13:50:00,3,38,2182
"3277","685","B",2012-08-16 13:48:00,3,38,2183
"3278","436","B",2012-08-16 13:48:00,3,23,2183
"3279","170","B",2012-08-23 09:17:00,3,48,2184
"3280","84","B",2012-08-29 13:35:00,3,28,2185
"3281","349","B",2012-08-29 13:35:00,3,48,2185
"3282","75","B",2012-08-29 13:35:00,3,48,2185
"3284","285","B",2012-09-09 16:18:00,3,48,2186
"3285","776","B",2012-09-09 16:18:00,3,38,2186
"3286","794","LB",2012-09-13 12:10:00,3,28,2187
"3287","794","B",2012-09-13 12:29:00,3,28,2188
"3288","349","B",2012-09-13 12:53:00,3,48,2189
"3289","406","B",2012-09-13 12:53:00,3,48,2189
"3290","71","B",2012-09-15 16:04:00,3,28,2190
"3291","422","B",2012-09-18 13:00:00,3,48,2191
"3292","372","B",2012-09-18 13:00:00,3,48,2191
"3293","543","LB",2012-09-19 10:35:00,3,38,2192
"3294","170","B",2012-09-19 11:56:00,3,48,2193
"3295","753","B",2012-09-27 15:14:00,3,28,2194
"3296","406","B",2012-09-28 14:40:00,3,48,2195
"3297","685","B",2012-10-01 16:02:00,3,38,2196
"3299","170","B",2012-10-01 16:33:00,3,48,2197
"3300","844","B",2012-10-01 16:33:00,3,28,2197
"3301","564","B",2012-10-01 16:33:00,3,33,2197
"3302","170","B",2012-10-10 10:50:00,3,48,2198
"3303","685","B",2012-10-10 10:50:00,3,38,2198
"3304","647","B",2012-10-10 10:50:00,3,38,2198
"3305","9","LB",2012-10-11 11:57:00,3,24,2199
"3306","799","B",2012-10-11 13:49:00,3,29,2200
"3307","406","B",2012-10-11 13:49:00,3,48,2200
"3308","463","B",2012-10-17 13:01:00,3,28,2201
"3309","776","LB",2012-10-18 12:28:00,3,38,2202
"3310","170","B",2012-10-19 11:44:00,3,48,2203
"3311","455","B",2012-10-20 09:20:00,3,29,2204
"3312","285","LB",2012-10-21 10:24:00,3,48,2205
"3313","543","LB",2012-10-23 12:05:00,3,38,2206
"3314","436","LB",2012-10-27 15:44:00,3,23,2207
"3316","349","LB",2012-10-29 14:33:00,3,48,2209
"3317","816","B",2012-11-09 12:23:00,3,38,2210
"3318","406","B",2012-11-09 12:23:00,3,48,2210
"3320","776","LB",2013-01-18 11:29:00,3,38,2212
"3321","685","LB",2013-01-24 10:48:00,3,38,2213
"3322","719","B",2013-01-24 12:05:00,3,28,2214
"3323","543","LB",2013-01-30 09:32:00,3,38,2215
"3324","685","LB",2013-01-30 10:57:00,3,38,2216
"3325","170","LB",2013-01-30 11:45:00,3,48,2217
"3326","349","B",2013-01-30 13:08:00,3,48,2218
"3327","685","B",2013-01-30 13:08:00,3,38,2218
"3328","543","LB",2013-02-06 11:22:00,3,38,2219
"3329","26","B",2013-02-06 14:41:00,3,28,2220
"3330","543","LB",2013-02-15 16:19:00,3,38,2221
"3331","183","LB",2013-02-15 17:36:00,3,33,2222
"3332","422","LB",2013-02-26 10:10:00,3,48,2223
"3334","736","B",2013-02-28 11:17:00,3,23,2225
"3335","113","B",2013-02-28 11:17:00,3,38,2225
"3336","113","B",2013-02-28 11:17:00,3,38,2225
"3338","598","LB",2013-03-04 12:16:00,3,23,2227
"3341","432","LB",2013-03-04 14:54:00,3,45,2230
"3342","729","LB",2013-03-04 14:54:00,3,45,2230
"3343","872","LB",2013-03-04 14:54:00,3,45,2230
"3344","70","LB",2013-03-07 08:53:00,3,28,2231
"3345","26","B",2013-03-07 14:46:00,3,28,2232
"3346","770","B",2013-03-07 14:46:00,3,23,2232
"3353","285","B",2013-03-27 08:23:00,3,48,2237
"3354","776","B",2013-03-27 08:23:00,3,38,2237
"3355","543","LB",2013-03-28 10:27:00,3,38,2238
"3356","422","LB",2013-03-28 10:55:00,3,48,2239
"3357","349","LB",2013-03-28 12:30:00,3,48,2240
"3358","285","B",2013-03-29 10:05:00,3,48,2241
"3359","776","B",2013-03-29 10:05:00,3,38,2241
"3365","543","LB",2013-04-12 11:56:00,3,38,2247
"3367","685","B",2013-04-18 11:39:00,3,38,2249
"3368","543","LB",2013-04-23 10:56:00,3,38,2250
"3369","685","B",2013-04-23 13:33:00,3,38,2251
"3370","844","B",2013-04-23 13:33:00,3,28,2251
"3371","422","B",2013-04-24 11:01:00,3,48,2252
"3373","685","B",2013-04-29 16:20:00,3,38,2254
"3374","333","LB",2013-05-02 11:30:00,3,38,2255
"3376","685","LB",2013-05-07 10:45:00,3,38,2257
"3378","543","B",2013-05-09 11:08:00,3,38,2259
"3379","349","B",2013-05-09 11:46:00,3,48,2260
"3380","285","B",2013-05-10 15:45:00,3,48,2261
"3381","333","B",2013-05-10 15:45:00,3,38,2261
"3382","776","B",2013-05-15 17:15:00,3,38,2262
"3384","776","B",2013-05-21 09:05:00,3,38,2264
"3385","543","LB",2013-05-21 12:50:00,3,38,2265
"3386","685","B",2013-05-23 12:58:00,3,38,2266
"3387","753","B",2013-05-23 12:58:00,3,28,2266
"3388","333","B",2013-05-28 10:15:00,3,38,2267
"3389","395","B",2013-05-28 10:15:00,3,26,2267
"3391","776","B",2013-06-04 11:33:00,3,38,2269
"3392","86","B",2013-06-06 14:07:00,3,28,2270
"3393","170","B",2013-06-06 14:07:00,3,48,2270
"3394","871","B",2013-06-06 14:07:00,3,28,2270
"3395","62","B",2013-06-06 14:07:00,3,28,2270
"3396","685","LB",2013-06-06 15:15:00,3,38,2271
"3398","422","B",2013-06-13 10:17:00,3,48,2273
"3399","333","B",2013-06-13 13:05:00,3,38,2274
"3400","498","B",2013-06-13 13:05:00,3,23,2274
"3402","170","B",2013-06-20 14:35:00,3,48,2276
"3403","685","LB",2013-06-24 09:55:00,3,38,2277
"3406","75","B",2013-06-26 11:08:00,3,48,2279
"3407","543","B",2013-06-28 10:41:00,3,38,2280
"3408","416","B",2013-06-28 10:41:00,3,48,2280
"3409","139","LB",2013-06-29 12:23:00,3,23,2281
"3410","45","B",2013-06-29 13:33:00,3,28,2282
"3411","75","B",2013-06-29 13:33:00,3,48,2282
"3412","422","B",2013-06-29 13:33:00,3,48,2282
"3413","446","B",2013-06-30 13:28:00,3,38,2283
"3414","685","LB",2013-06-30 14:16:00,3,38,2284
"3415","422","B",2013-07-01 13:15:00,3,48,2285
"3416","45","B",2013-07-01 13:15:00,3,28,2285
"3417","794","B",2013-07-01 13:15:00,3,28,2285
"3418","875","B",2013-07-01 13:15:00,3,33,2285
"3419","446","B",2013-07-01 13:15:00,3,38,2285
"3420","761","B",2013-07-01 13:15:00,3,33,2285
"3421","170","B",2013-07-02 17:12:00,3,48,2286
"3422","170","B",2013-07-04 09:42:00,3,48,2287
"3425","543","LB",2013-07-10 11:22:00,3,38,2290
"3426","776","B",2013-07-13 14:39:00,3,38,2291
"3427","929","LB",2013-07-16 11:08:00,3,38,2292
"3428","543","LB",2013-07-17 11:20:00,3,38,2293
"3429","333","LB",2013-07-17 14:56:00,3,38,2294
"3430","816","B",2013-07-24 10:02:00,3,38,2295
"3431","170","B",2013-07-24 10:30:00,3,48,2296
"3432","522","B",2013-07-24 10:30:00,3,23,2296
"3433","611","B",2013-07-30 12:58:00,3,23,2297
"3434","929","B",2013-07-30 12:58:00,3,38,2297
"3435","685","B",2013-07-31 11:47:00,3,38,2298
"3436","719","B",2013-07-31 11:47:00,3,28,2298
"3437","333","B",2013-07-31 14:27:00,3,38,2299
"3438","426","B",2013-07-31 14:27:00,3,32,2299
"3440","871","LB",2013-08-01 11:05:00,3,28,2301
"3441","170","B",2013-08-01 12:53:00,3,48,2302
"3442","170","B",2013-08-07 10:13:00,3,48,2303
"3443","514","B",2013-08-07 10:13:00,3,28,2303
"3444","685","B",2013-08-07 11:36:00,3,38,2304
"3445","719","B",2013-08-07 11:36:00,3,28,2304
"3446","426","B",2013-08-07 13:57:00,3,32,2305
"3447","333","B",2013-08-08 13:54:00,3,38,2306
"3449","393","B",2013-08-09 15:15:00,3,23,2307
"3451","170","B",2013-08-14 09:32:00,3,48,2308
"3452","543","B",2013-08-14 09:32:00,3,38,2308
"3453","426","B",2013-08-15 10:03:00,3,32,2309
"3454","956","B",2013-08-15 10:03:00,3,23,2309
"3456","816","B",2013-08-20 11:23:00,3,38,2310
"3457","514","B",2013-08-20 11:23:00,3,28,2310
"3458","685","B",2013-08-20 12:54:00,3,38,2311
"3459","349","LB",2013-08-29 10:31:00,3,48,2312
"3460","170","B",2013-08-29 11:36:00,3,48,2313
"3462","514","B",2013-08-29 11:36:00,3,28,2313
"3463","871","B",2013-08-29 11:36:00,3,28,2313
"3464","543","B",2013-09-16 09:37:00,3,38,2314
"3465","816","B",2013-09-16 09:37:00,3,38,2314
"3466","170","B",2013-09-16 11:05:00,3,48,2315
"3467","349","B",2013-09-16 11:05:00,3,48,2315
"3468","170","B",2013-09-30 10:25:00,3,48,2316
"3469","349","B",2013-09-30 10:25:00,3,48,2316
"3470","543","B",2013-10-03 10:32:00,3,38,2317
"3471","685","LB",2013-10-09 11:20:00,3,38,2318
"3473","685","LB",2013-10-14 10:22:00,3,38,2320
"3474","543","LB",2013-10-16 09:40:00,3,38,2321
"3475","86","B",2013-11-08 14:54:00,3,28,2322
"3476","170","B",2013-11-08 14:54:00,3,48,2322
"3477","596","B",2013-11-08 14:54:00,3,28,2322
"3478","170","B",2013-11-18 11:13:00,3,48,2323
"3479","349","B",2013-11-19 11:20:00,3,48,2324
"3480","543","LB",2013-11-19 12:33:00,3,38,2325
"3481","543","LB",2013-11-25 13:23:00,3,38,2326
"3482","647","B",2013-12-03 10:44:00,3,38,2327
"3483","349","LB",2013-12-07 10:31:00,3,48,2328
"3484","170","B",2013-12-07 16:27:00,3,48,2329
"3485","170","B",2013-12-09 13:42:00,3,48,2330
"3486","422","LB",2013-12-11 11:35:00,3,48,2331
"3487","170","B",2014-01-02 13:50:00,3,48,2332
"3489","170","B",2014-01-13 17:30:00,3,48,2334
"3490","543","LB",2014-01-14 13:05:00,3,38,2335
"3491","685","LB",2014-01-14 15:06:00,3,38,2336
"3492","170","B",2014-01-15 11:30:00,3,48,2337
"3493","685","LB",2014-01-16 10:55:00,3,38,2338
"3494","170","B",2014-01-16 12:53:00,3,48,2339
"3495","543","LB",2014-01-16 14:00:00,3,38,2340
"3497","685","LB",2014-01-20 09:20:00,3,38,2342
"3498","349","LB",2014-01-20 10:19:00,3,48,2343
"3499","170","B",2014-01-20 13:05:00,3,48,2344
"3501","170","B",2014-01-22 12:04:00,3,48,2346
"3502","685","B",2014-01-27 12:50:00,3,38,2347
"3503","170","LB",2014-01-27 14:07:00,3,48,2348
"3504","349","LB",2014-01-29 09:45:00,3,48,2349
"3505","543","B",2014-01-30 15:14:00,3,38,2350
"3506","839","LB",2014-01-30 16:00:00,3,65,2351
"3509","49","B",2014-06-10 14:57:00,3,28,2354
"3510","62","B",2014-06-10 14:57:00,3,28,2354
"3511","84","B",2014-06-10 14:57:00,3,28,2354
"3512","170","B",2014-06-10 16:04:00,3,48,2355
"3514","45","B",2014-06-19 08:38:00,3,28,2357
"3515","49","B",2014-06-19 08:38:00,3,28,2357
"3516","84","B",2014-06-19 08:38:00,3,28,2357
"3517","170","B",2014-06-19 09:38:00,3,48,2358
"3518","45","B",2014-06-19 11:24:00,3,28,2359
"3519","49","B",2014-06-19 11:24:00,3,28,2359
"3520","84","B",2014-06-19 11:24:00,3,28,2359
"3521","685","LB",2014-06-19 13:16:00,3,38,2360
"3522","929","LB",2014-06-26 12:30:00,3,38,2361
"3523","84","B",2014-07-08 13:50:00,3,28,2362
"3524","170","B",2014-07-08 13:50:00,3,48,2362
"3525","844","B",2014-07-08 13:50:00,3,28,2362
"3526","49","B",2014-07-08 13:50:00,3,28,2362
"3527","245","B",2014-07-08 13:50:00,3,28,2362
"3528","62","B",2014-07-08 13:50:00,3,28,2362
"3529","685","B",2014-07-08 15:12:00,3,38,2363
"3531","84","B",2014-07-15 10:40:00,3,28,2365
"3533","437","B",2014-07-25 09:31:00,3,23,2366
"3534","644","B",2014-07-25 09:31:00,3,23,2366
"3536","685","B",2014-07-25 10:15:00,3,38,2367
"3537","704","B",2014-07-25 10:15:00,3,28,2367
"3538","212","B",2014-07-25 10:15:00,3,28,2367
"3539","62","B",2014-07-25 10:15:00,3,28,2367
"3540","644","B",2014-07-25 10:15:00,3,23,2367
"3541","685","LB",2014-08-02 12:54:00,3,38,2368
"3542","349","LB",2014-08-21 09:14:00,3,48,2369
"3543","170","B",2014-08-21 10:38:00,3,48,2370
"3544","612","B",2014-08-21 12:18:00,3,38,2371
"3546","349","B",2014-09-23 15:32:00,3,48,2373
"3547","510","B",2014-09-23 15:32:00,3,23,2373
"3548","170","B",2014-09-23 15:32:00,3,48,2373
"3549","170","B",2014-09-30 07:36:00,3,48,2374
"3550","349","B",2014-09-30 07:36:00,3,48,2374
"3551","734","B",2014-09-30 07:36:00,3,23,2374
"3552","49","B",2014-09-30 07:36:00,3,28,2374
"3553","543","B",2014-09-30 07:36:00,3,38,2374
"3554","938","B",2014-09-30 07:36:00,3,22,2374
"3555","510","B",2014-09-30 07:36:00,3,23,2374
"3556","685","LB",2014-09-30 12:41:00,3,38,2375
"3557","596","B",2014-10-05 16:06:00,3,28,2376
"3558","49","LB",2014-10-05 16:58:00,3,28,2377
"3559","734","B",2014-10-11 10:45:00,3,23,2378
"3560","170","B",2014-10-11 10:45:00,3,48,2378
"3561","49","B",2014-10-11 10:45:00,3,28,2378
"3562","510","B",2014-10-11 10:45:00,3,23,2378
"3563","349","B",2014-10-11 10:45:00,3,48,2378
"3564","543","B",2014-10-11 16:31:00,3,38,2379
"3565","734","B",2014-10-11 16:31:00,3,23,2379
"3566","543","B",2014-10-11 16:31:00,3,38,2379
"3567","170","B",2014-10-11 16:31:00,3,48,2379
"3568","170","B",2014-10-15 10:00:00,3,48,2380
"3569","349","B",2014-10-15 10:00:00,3,48,2380
"3570","543","B",2014-10-15 10:00:00,3,38,2380
"3571","774","B",2014-10-15 10:00:00,3,33,2380
"3572","510","B",2014-10-15 10:00:00,3,23,2380
"3573","564","B",2014-10-15 10:00:00,3,33,2380
"3574","543","B",2014-11-06 09:00:00,4,42,2381
"3575","86","B",2014-11-06 09:00:00,4,32,2381
"3576","596","B",2014-11-06 12:26:00,4,32,2382
"3577","166","B",2014-11-06 12:26:00,4,32,2382
"3582","610","LB",2014-12-06 09:34:00,4,22,2385
"3583","891","LB",2014-12-06 11:53:00,4,22,2386
"3584","543","B",2014-12-07 11:40:00,4,42,2387
"3585","543","B",2014-12-09 00:01:00,4,42,2388
"3586","685","LB",2014-12-09 00:01:00,4,42,2389
"3587","170","B",2014-12-10 00:01:00,4,52,2390
"3588","891","LB",2014-12-11 13:55:00,4,22,2391
"3589","29","LB",2014-12-21 10:05:00,4,22,2392
"3590","422","LB",2014-12-21 13:08:00,4,52,2393
"3591","685","B",2014-12-21 15:36:00,4,42,2394
"3592","146","LB",2014-12-21 17:51:00,4,22,2395
"3593","168","LB",2014-12-31 11:00:00,4,22,2396
"3595","543","LB",2015-01-17 11:55:00,4,42,2398
"3596","188","LB",2015-01-17 14:40:00,4,22,2399
"3597","543","LB",2015-01-24 09:46:00,4,42,2400
"3598","170","B",2015-01-26 09:34:00,4,52,2401
"3599","891","B",2015-01-26 09:34:00,4,22,2401
"3600","543","B",2015-01-26 09:34:00,4,42,2401
"3601","349","LB",2015-01-26 10:09:00,4,52,2402
"3602","170","LB",2015-02-03 10:25:00,4,52,2403
"3603","349","B",2015-02-03 12:15:00,4,52,2404
"3604","543","B",2015-02-15 09:15:00,4,42,2405
"3605","170","B",2015-02-15 10:12:00,4,52,2406
"3606","422","LB",2015-02-23 12:16:00,4,52,2407
"3607","349","LB",2015-02-23 12:40:00,4,52,2408
"3608","170","LB",2015-02-24 12:00:00,4,52,2409
"3609","543","LB",2015-02-24 14:16:00,4,42,2410
"3610","543","B",2015-02-25 12:56:00,4,42,2411
"3611","839","B",2015-02-25 12:56:00,4,69,2411
"3612","839","LB",2015-02-26 12:45:00,4,69,2412
"3613","891","LB",2015-02-26 14:00:00,4,22,2413
"3614","422","LB",2015-03-04 09:48:00,4,52,2414
"3615","170","B",2015-03-04 10:59:00,4,52,2415
"3616","86","LB",2015-03-11 11:13:00,4,32,2416
"3617","543","LB",2015-03-11 11:37:00,4,42,2417
"3618","543","LB",2015-03-19 10:59:00,4,42,2418
"3619","685","LB",2015-03-23 10:17:00,4,42,2419
"3620","170","LB",2015-03-23 11:41:00,4,52,2420
"3621","871","B",2015-03-23 11:51:00,4,32,2421
"3622","228","B",2015-04-02 09:04:00,4,22,2422
"3623","543","B",2015-04-02 09:04:00,4,42,2422
"3624","422","LB",2015-04-02 09:32:00,4,52,2423
"3625","293","B",2015-04-02 13:06:00,4,22,2424
"3626","685","B",2015-04-02 13:06:00,4,42,2424
"3627","422","B",2015-04-07 10:15:00,4,52,2425
"3628","349","B",2015-04-07 10:15:00,4,52,2425
"3629","685","LB",2015-04-07 11:13:00,4,42,2426
"3632","163","B",2015-04-25 12:26:00,4,22,2429
"3633","170","B",2015-04-25 15:39:00,4,52,2430
"3634","685","B",2015-04-25 16:45:00,4,42,2431
"3635","146","B",2015-04-25 16:45:00,4,22,2431
"3636","251","B",2015-04-25 16:45:00,4,22,2431
"3637","852","B",2015-04-25 16:45:00,4,22,2431
"3643","714","B",2015-05-01 16:30:00,4,25,2435
"3644","163","B",2015-05-01 16:30:00,4,22,2435
"3645","460","B",2015-05-04 08:45:00,4,22,2436
"3646","720","B",2015-05-05 13:00:00,4,22,2437
"3647","285","B",2015-05-06 15:00:00,4,52,2438
"3648","720","B",2015-05-06 15:00:00,4,22,2438
"3650","543","B",2015-05-07 12:39:00,4,42,2439
"3651","159","B",2015-05-07 12:39:00,4,22,2439
"3652","714","B",2015-05-07 12:39:00,4,25,2439
"3653","349","B",2015-05-07 12:39:00,4,52,2439
"3654","685","LB",2015-05-07 00:01:00,4,42,2440
"3657","881","B",2015-05-09 08:20:00,4,27,2442
"3658","766","B",2015-05-09 08:20:00,4,27,2442
"3659","285","B",2015-05-09 08:20:00,4,52,2442
"3660","295","B",2015-05-09 08:20:00,4,20,2442
"3661","526","B",2015-05-09 08:20:00,4,24,2442
"3662","929","LB",2015-05-09 10:32:00,4,42,2443
"3663","543","B",2015-05-13 08:37:00,4,42,2444
"3664","543","LB",2015-05-14 09:40:00,4,42,2445
"3665","163","B",2015-05-14 10:18:00,4,22,2446
"3666","514","B",2015-05-14 10:18:00,4,32,2446
"3667","422","B",2015-05-14 10:18:00,4,52,2446
"3668","596","B",2015-05-14 10:18:00,4,32,2446
"3669","228","B",2015-05-14 10:18:00,4,22,2446
"3670","406","B",2015-05-14 10:18:00,4,52,2446
"3671","383","B",2015-05-14 10:18:00,4,22,2446
"3672","871","LB",2015-05-16 07:23:00,4,32,2447
"3673","406","B",2015-05-18 09:46:00,4,52,2448
"3674","422","B",2015-05-18 09:46:00,4,52,2448
"3675","685","B",2015-05-20 14:07:00,4,42,2449
"3676","912","B",2015-05-20 14:07:00,4,20,2449
"3677","473","LB",2015-05-20 17:04:00,4,27,2450
"3678","349","LB",2015-05-26 08:38:00,4,52,2451
"3679","685","B",2015-05-26 09:50:00,4,42,2452
"3680","514","B",2015-05-27 11:22:00,4,32,2453
"3681","422","B",2015-05-27 11:22:00,4,52,2453
"3682","406","B",2015-05-27 11:22:00,4,52,2453
"3683","543","LB",2015-05-28 10:07:00,4,42,2454
"3684","406","B",2015-06-08 10:00:00,4,52,2455
"3685","422","B",2015-06-08 10:45:00,4,52,2456
"3686","514","B",2015-06-08 10:45:00,4,32,2456
"3687","333","B",2015-06-12 13:15:00,4,42,2457
"3688","685","B",2015-06-15 12:52:00,4,42,2458
"3689","685","B",2015-06-22 10:47:00,4,42,2459
"3690","170","B",2015-06-22 12:16:00,4,52,2460
"3691","333","B",2015-06-22 14:53:00,4,42,2461
"3699","543","B",2015-07-05 15:04:00,4,42,2464
"3700","170","B",2015-07-16 15:32:00,4,52,2465
"3701","543","B",2015-07-24 08:34:00,4,42,2466
"3702","285","B",2015-07-24 08:34:00,4,52,2466
"3703","333","B",2015-08-04 07:36:00,4,42,2467
"3704","170","B",2015-08-04 13:08:00,4,52,2468
"3705","543","LB",2015-08-19 09:50:00,4,42,2469
"3706","685","B",2015-08-19 11:40:00,4,42,2470
"3707","891","LB",2015-08-19 12:49:00,4,22,2471
"3717","514","B",2015-09-03 10:05:00,4,32,2474
"3718","871","B",2015-09-03 10:05:00,4,32,2474
"3719","86","B",2015-09-03 10:05:00,4,32,2474
"3720","955","B",2015-09-03 10:05:00,4,22,2474
"3721","803","B",2015-09-03 11:06:00,4,35,2475
"3722","543","B",2015-09-03 11:06:00,4,42,2475
"3723","145","B",2015-09-03 11:06:00,4,22,2475
"3724","245","B",2015-09-03 11:06:00,4,32,2475
"3725","159","B",2015-09-03 11:06:00,4,22,2475
"3726","156","B",2015-09-03 11:06:00,4,22,2475
"3727","383","B",2015-09-03 12:44:00,4,22,2476
"3728","60","B",2015-09-03 12:44:00,4,35,2476
"3729","268","B",2015-09-03 12:44:00,4,22,2476
"3730","84","B",2015-09-03 12:44:00,4,32,2476
"3731","437","B",2015-09-03 12:44:00,4,27,2476
"3732","74","B",2015-09-03 12:44:00,4,27,2476
"3733","468","B",2015-09-03 12:44:00,4,22,2476
"3734","170","B",2015-09-03 14:30:00,4,52,2477
"3735","501","B",2015-09-03 14:30:00,4,22,2477
"3736","917","B",2015-09-03 14:30:00,4,37,2477
"3737","564","B",2015-09-03 14:30:00,4,37,2477
"3738","333","B",2015-09-11 14:05:00,4,42,2478
"3739","380","B",2015-09-11 14:05:00,4,47,2478
"3740","660","B",2015-09-11 14:05:00,4,22,2478
"3741","348","B",2015-09-11 14:05:00,4,22,2478
"3742","349","B",2015-09-12 11:12:00,4,52,2479
"3743","564","B",2015-09-12 11:12:00,4,37,2479
"3744","170","B",2015-09-12 13:47:00,4,52,2480
"3745","50","B",2015-09-20 12:05:00,4,20,2481
"3746","10","B",2015-09-20 12:05:00,4,25,2481
"3748","543","B",2015-09-22 16:05:00,4,42,2483
"3749","617","B",2015-09-22 16:05:00,4,22,2483
"3750","917","B",2015-09-22 16:05:00,4,37,2483
"3751","293","B",2015-09-22 16:40:00,4,22,2484
"3752","163","B",2015-09-22 16:40:00,4,22,2484
"3753","383","B",2015-09-22 16:40:00,4,22,2484
"3754","188","B",2015-09-22 16:40:00,4,22,2484
"3758","891","LB",2015-09-24 15:10:00,4,22,2487
"3761","839","B",2015-10-07 09:55:00,4,69,2490
"3762","168","B",2015-10-07 09:55:00,4,22,2490
"3763","293","LB",2015-10-07 11:15:00,4,22,2491
"3764","685","B",2015-10-07 12:41:00,4,42,2492
"3765","188","B",2015-10-07 12:41:00,4,22,2492
"3766","349","B",2015-10-07 15:38:00,4,52,2493
"3767","170","B",2015-10-07 15:38:00,4,52,2493
"3787","516","B",2015-10-12 13:38:00,4,32,2497
"3788","667","B",2015-10-12 13:38:00,4,32,2497
"3790","170","B",2015-10-14 11:59:00,4,52,2499
"3791","543","B",2015-10-14 16:06:00,4,42,2500
"3792","170","B",2015-10-17 10:55:00,4,52,2501
"3793","543","B",2015-10-17 12:45:00,4,42,2502
"3795","543","LB",2015-10-25 14:46:00,4,42,2504
"3796","839","B",2015-10-25 12:10:00,4,69,2505
"3797","333","B",2015-10-28 09:10:00,4,42,2506
"3798","84","B",2015-10-28 12:20:00,4,32,2507
"3799","917","B",2015-10-28 15:36:00,4,37,2508
"3800","170","B",2015-10-28 15:36:00,4,52,2508
"3801","543","B",2015-10-28 15:36:00,4,42,2508
"3802","333","B",2015-10-29 09:40:00,4,42,2509
"3804","891","B",2015-10-30 13:45:00,4,22,2511
"3805","316","B",2015-11-05 09:59:00,4,25,2512
"3806","232","B",2015-11-05 09:59:00,4,23,2512
"3807","530","B",2015-11-05 09:59:00,4,20,2512
"3808","240","B",2015-11-05 09:59:00,4,20,2512
"3809","359","B",2015-11-05 09:59:00,4,47,2512
"3812","170","B",2015-11-16 13:48:00,4,52,2514
"3813","617","B",2015-11-16 13:48:00,4,22,2514
"3814","253","B",2015-11-16 13:48:00,4,22,2514
"3815","543","LB",2015-11-16 16:29:00,4,42,2515
"3817","268","B",2015-11-23 11:37:00,4,22,2517
"3818","685","B",2015-11-23 11:37:00,4,42,2517
"3819","349","B",2015-11-23 11:37:00,4,52,2517
"3823","395","B",2015-11-30 14:50:00,4,30,2520
"3824","349","B",2015-11-30 16:50:00,4,52,2521
"3825","170","B",2015-11-30 16:50:00,4,52,2521
"3826","774","B",2015-11-30 16:50:00,4,37,2521
"3827","685","LB",2015-11-30 17:15:00,4,42,2522
"3828","333","LB",2016-01-05 10:40:00,4,42,2523
"3829","170","B",2016-01-05 14:00:00,4,52,2524
"3830","955","B",2016-01-06 09:52:00,4,22,2525
"3831","107","B",2016-01-06 09:52:00,4,24,2525
"3832","685","LB",2016-01-11 15:37:00,4,42,2526
"3833","891","B",2016-01-14 13:06:00,4,22,2527
"3834","168","B",2016-01-14 13:06:00,4,22,2527
"3836","333","LB",2016-01-21 10:28:00,4,42,2529
"3837","585","LB",2016-01-21 11:28:00,4,22,2530
"3838","685","LB",2016-01-21 11:58:00,4,42,2531
"3840","929","B",2016-01-30 00:01:00,4,42,2533
"3841","544","B",2016-01-30 00:01:00,4,24,2533
"3842","543","LB",2016-01-30 14:38:00,4,42,2534
"3843","170","B",2016-01-30 15:55:00,4,52,2535
"3844","839","LB",2016-02-03 14:10:00,4,69,2536
"3845","111","B",2016-02-03 16:09:00,4,22,2537
"3846","349","LB",2016-02-04 07:54:00,4,52,2538
"3847","543","B",2016-02-04 08:37:00,4,42,2539
"3848","128","B",2016-02-04 08:37:00,4,22,2539
"3850","170","LB",2016-02-04 11:44:00,4,52,2541
"3852","929","B",2016-02-08 00:01:00,4,42,2543
"3855","86","LB",2016-02-19 11:57:00,4,32,2546
"3856","543","LB",2016-02-19 15:13:00,4,42,2547
"3857","170","LB",2016-02-19 16:18:00,4,52,2548
"3858","349","B",2016-02-23 00:01:00,4,52,2549
"3862","685","LB",2016-03-01 10:22:00,4,42,2552
"3863","333","LB",2016-03-01 14:34:00,4,42,2553
"3864","175","B",2016-03-01 17:04:00,4,20,2554
"3865","559","B",2016-03-04 11:38:00,4,42,2555
"3866","819","B",2016-03-04 11:38:00,4,32,2555
"3867","128","B",2016-03-04 11:38:00,4,22,2555
"3871","543","B",2016-03-04 11:38:00,4,42,2557
"3872","422","LB",2016-03-04 13:40:00,4,52,2558
"3873","929","B",2016-03-06 13:00:00,4,42,2559
"3874","170","B",2016-03-09 12:50:00,4,52,2560
"3875","685","B",2016-03-09 16:30:00,4,42,2561
"3876","170","B",2016-03-10 07:26:00,4,52,2562
"3877","86","LB",2016-03-10 10:32:00,4,32,2563
"3882","333","B",2016-03-13 14:50:00,4,42,2567
"3883","10","B",2016-03-13 14:50:00,4,25,2567
